1996-09-13,8.574
1996-09-14,41.837
1996-09-15,22.747
1996-09-16,18.296
1996-09-17,27.154
1996-09-18,25.978
1996-09-19,37.840
1996-09-20,32.965
1996-09-21,22.463
1996-09-22,16.298
1996-09-23,14.342
1996-09-24,22.449
1996-09-25,25.255
1996-09-26,39.739
1996-09-27,33.787
1996-09-28,21.188
1996-09-29,19.303
1996-09-30,18.098
1996-10-01,21.301
1996-10-02,24.745
1996-10-03,37.387
1996-10-04,33.773
1996-10-05,22.690
1996-10-06,18.637
1996-10-07,16.001
1996-10-08,20.635
1996-10-09,26.616
1996-10-10,34.481
1996-10-11,30.626
1996-10-12,20.465
1996-10-13,20.734
1996-10-14,15.108
1996-10-15,20.479
1996-10-16,27.168
1996-10-17,39.938
1996-10-18,35.289
1996-10-19,21.939
1996-10-20,20.026
1996-10-21,16.851
1996-10-22,25.028
1996-10-23,27.905
1996-10-24,41.128
1996-10-25,34.637
1996-10-26,22.577
1996-10-27,20.862
1996-10-28,17.815
1996-10-29,24.150
1996-10-30,24.589
1996-10-31,33.418
1996-11-01,32.752
1996-11-02,22.222
1996-11-03,19.685
1996-11-04,16.086
1996-11-05,21.627
1996-11-06,26.020
1996-11-07,37.514
1996-11-08,32.285
1996-11-09,22.137
1996-11-10,17.588
1996-11-11,12.642
1996-11-12,22.151
1996-11-13,24.745
1996-11-14,40.079
1996-11-15,37.132
1996-11-16,24.022
1996-11-17,19.005
1996-11-18,9.807
1996-11-19,16.752
1996-11-20,23.852
1996-11-21,39.413
1996-11-22,33.376
1996-11-23,8.461
1996-11-24,10.530
1996-11-25,10.204
1996-11-26,24.391
1996-11-27,24.943
1996-11-28,26.630
1996-11-29,23.143
1996-11-30,
1996-12-01,45.550
1996-12-02,17.063
1996-12-03,20.323
1996-12-04,26.318
1996-12-05,39.385
1996-12-06,28.727
1996-12-07,24.306
1996-12-08,22.534
1996-12-09,19.473
1996-12-10,27.324
1996-12-11,27.310
1996-12-12,46.046
1996-12-13,38.634
1996-12-14,24.050
1996-12-15,24.320
1996-12-16,22.166
1996-12-17,29.152
1996-12-18,32.313
1996-12-19,46.230
1996-12-20,34.892
1996-12-21,0.000
1996-12-22,40.108
1996-12-23,45.125
1996-12-24,5.499
1996-12-25,
1996-12-26,18.339
1996-12-27,4.393
1996-12-28,18.750
1996-12-29,20.011
1996-12-30,21.372
1996-12-31,7.866
1997-01-01,18.552
1997-01-02,24.589
1997-01-03,24.419
1997-01-04,0.000
1997-01-05,10.658
1997-01-06,15.547
1997-01-07,14.753
1997-01-08,22.577
1997-01-09,29.946
1997-01-10,30.329
1997-01-11,19.586
1997-01-12,18.481
1997-01-13,12.897
1997-01-14,22.222
1997-01-15,23.625
1997-01-16,37.075
1997-01-17,29.393
1997-01-18,0.000
1997-01-19,9.906
1997-01-20,12.174
1997-01-21,17.262
1997-01-22,25.765
1997-01-23,34.793
1997-01-24,34.666
1997-01-25,22.364
1997-01-26,18.141
1997-01-27,15.221
1997-01-28,20.677
1997-01-29,24.546
1997-01-30,37.457
1997-01-31,36.026
1997-02-01,10.077
1997-02-02,27.877
1997-02-03,15.575
1997-02-04,19.714
1997-02-05,24.844
1997-02-06,37.883
1997-02-07,9.226
1997-02-08,25.624
1997-02-09,47.874
1997-02-10,14.683
1997-02-11,18.467
1997-02-12,26.970
1997-02-13,42.503
1997-02-14,30.853
1997-02-15,23.512
1997-02-16,14.824
1997-02-17,13.818
1997-02-18,17.063
1997-02-19,25.950
1997-02-20,40.079
1997-02-21,31.959
1997-02-22,20.026
1997-02-23,19.926
1997-02-24,15.037
1997-02-25,18.608
1997-02-26,28.614
1997-02-27,43.126
1997-02-28,29.450
1997-03-01,21.840
1997-03-02,13.648
1997-03-03,7.341
1997-03-04,24.050
1997-03-05,29.436
1997-03-06,42.999
1997-03-07,35.147
1997-03-08,11.239
1997-03-09,31.618
1997-03-10,17.361
1997-03-11,17.276
1997-03-12,28.217
1997-03-13,38.421
1997-03-14,35.870
1997-03-15,21.301
1997-03-16,18.679
1997-03-17,13.804
1997-03-18,18.651
1997-03-19,30.428
1997-03-20,37.500
1997-03-21,33.262
1997-03-22,21.202
1997-03-23,21.755
1997-03-24,20.351
1997-03-25,27.225
1997-03-26,44.912
1997-03-27,36.820
1997-03-28,37.061
1997-03-29,18.552
1997-03-30,26.261
1997-03-31,27.679
1997-04-01,24.050
1997-04-02,25.085
1997-04-03,46.259
1997-04-04,35.743
1997-04-05,22.902
1997-04-06,20.550
1997-04-07,17.134
1997-04-08,19.615
1997-04-09,32.993
1997-04-10,33.929
1997-04-11,36.168
1997-04-12,24.135
1997-04-13,19.898
1997-04-14,20.422
1997-04-15,22.747
1997-04-16,36.111
1997-04-17,45.295
1997-04-18,35.558
1997-04-19,25.241
1997-04-20,18.197
1997-04-21,16.808
1997-04-22,23.540
1997-04-23,28.912
1997-04-24,43.013
1997-04-25,31.732
1997-04-26,24.263
1997-04-27,21.797
1997-04-28,15.023
1997-04-29,27.211
1997-04-30,
1997-05-01,45.904
1997-05-02,36.607
1997-05-03,23.739
1997-05-04,18.027
1997-05-05,21.570
1997-05-06,15.930
1997-05-07,23.795
1997-05-08,48.328
1997-05-09,33.489
1997-05-10,22.902
1997-05-11,18.438
1997-05-12,17.474
1997-05-13,23.186
1997-05-14,30.896
1997-05-15,44.303
1997-05-16,36.026
1997-05-17,22.321
1997-05-18,19.940
1997-05-19,14.895
1997-05-20,26.375
1997-05-21,39.484
1997-05-22,44.444
1997-05-23,38.719
1997-05-24,23.058
1997-05-25,24.065
1997-05-26,21.287
1997-05-27,26.828
1997-05-28,31.661
1997-05-29,43.467
1997-05-30,37.755
1997-05-31,23.384
1997-06-01,24.717
1997-06-02,19.742
1997-06-03,22.633
1997-06-04,30.811
1997-06-05,43.027
1997-06-06,34.226
1997-06-07,26.998
1997-06-08,25.850
1997-06-09,16.638
1997-06-10,25.567
1997-06-11,32.795
1997-06-12,46.825
1997-06-13,
1997-06-14,
1997-06-15,10.984
1997-06-16,22.208
1997-06-17,30.967
1997-06-18,37.868
1997-06-19,48.583
1997-06-20,
1997-06-21,
1997-06-22,24.221
1997-06-23,15.533
1997-06-24,24.745
1997-06-25,33.248
1997-06-26,50.879
1997-06-27,39.158
1997-06-28,26.502
1997-06-29,27.055
1997-06-30,22.619
1997-07-01,22.860
1997-07-02,34.807
1997-07-03,46.457
1997-07-04,37.472
1997-07-05,33.163
1997-07-06,25.397
1997-07-07,19.289
1997-07-08,27.324
1997-07-09,32.058
1997-07-10,44.331
1997-07-11,32.143
1997-07-12,
1997-07-13,7.851
1997-07-14,
1997-07-15,18.112
1997-07-16,35.601
1997-07-17,50.978
1997-07-18,39.668
1997-07-19,27.664
1997-07-20,26.786
1997-07-21,18.467
1997-07-22,31.009
1997-07-23,38.279
1997-07-24,42.857
1997-07-25,36.409
1997-07-26,23.455
1997-07-27,26.247
1997-07-28,20.111
1997-07-29,28.529
1997-07-30,32.866
1997-07-31,49.178
1997-08-01,45.139
1997-08-02,26.516
1997-08-03,25.567
1997-08-04,24.589
1997-08-05,28.160
1997-08-06,37.783
1997-08-07,56.774
1997-08-08,37.826
1997-08-09,26.531
1997-08-10,24.759
1997-08-11,22.010
1997-08-12,29.620
1997-08-13,37.330
1997-08-14,53.997
1997-08-15,40.618
1997-08-16,30.456
1997-08-17,29.039
1997-08-18,23.413
1997-08-19,20.918
1997-08-20,37.486
1997-08-21,57.100
1997-08-22,40.207
1997-08-23,28.231
1997-08-24,27.353
1997-08-25,30.711
1997-08-26,27.594
1997-08-27,35.091
1997-08-28,50.227
1997-08-29,44.118
1997-08-30,28.316
1997-08-31,28.586
1997-09-01,23.243
1997-09-02,24.362
1997-09-03,36.565
1997-09-04,60.728
1997-09-05,32.880
1997-09-06,30.371
1997-09-07,28.841
1997-09-08,21.499
1997-09-09,26.644
1997-09-10,38.053
1997-09-11,50.454
1997-09-12,37.018
1997-09-13,26.672
1997-09-14,26.701
1997-09-15,17.106
1997-09-16,25.524
1997-09-17,37.387
1997-09-18,52.749
1997-09-19,39.711
1997-09-20,34.382
1997-09-21,27.310
1997-09-22,20.040
1997-09-23,21.925
1997-09-24,32.582
1997-09-25,53.869
1997-09-26,43.707
1997-09-27,29.408
1997-09-28,23.540
1997-09-29,23.909
1997-09-30,26.502
1997-10-01,40.745
1997-10-02,57.851
1997-10-03,42.347
1997-10-04,31.548
1997-10-05,20.777
1997-10-06,16.284
1997-10-07,26.375
1997-10-08,37.812
1997-10-09,49.376
1997-10-10,35.927
1997-10-11,27.820
1997-10-12,23.427
1997-10-13,19.133
1997-10-14,27.622
1997-10-15,33.829
1997-10-16,50.000
1997-10-17,15.802
1997-10-18,36.295
1997-10-19,25.269
1997-10-20,18.509
1997-10-21,32.086
1997-10-22,39.201
1997-10-23,56.590
1997-10-24,6.151
1997-10-25,
1997-10-26,0.000
1997-10-27,15.958
1997-10-28,31.831
1997-10-29,39.087
1997-10-30,59.467
1997-10-31,43.452
1997-11-01,29.663
1997-11-02,26.786
1997-11-03,21.797
1997-11-04,29.918
1997-11-05,38.308
1997-11-06,55.201
1997-11-07,42.560
1997-11-08,29.323
1997-11-09,24.688
1997-11-10,18.665
1997-11-11,28.005
1997-11-12,43.878
1997-11-13,52.778
1997-11-14,
1997-11-15,30.896
1997-11-16,25.198
1997-11-17,17.177
1997-11-18,5.867
1997-11-19,54.620
1997-11-20,54.960
1997-11-21,45.819
1997-11-22,10.091
1997-11-23,19.388
1997-11-24,22.562
1997-11-25,32.554
1997-11-26,42.049
1997-11-27,61.125
1997-11-28,48.880
1997-11-29,7.710
1997-11-30,19.799
1997-12-01,19.345
1997-12-02,30.187
1997-12-03,42.574
1997-12-04,61.565
1997-12-05,49.008
1997-12-06,37.245
1997-12-07,23.214
1997-12-08,22.619
1997-12-09,30.952
1997-12-10,38.350
1997-12-11,59.906
1997-12-12,46.372
1997-12-13,34.368
1997-12-14,26.630
1997-12-15,25.113
1997-12-16,31.108
1997-12-17,47.364
1997-12-18,70.876
1997-12-19,58.518
1997-12-20,40.391
1997-12-21,48.696
1997-12-22,52.367
1997-12-23,75.950
1997-12-24,14.144
1997-12-25,11.040
1997-12-26,25.241
1997-12-27,19.118
1997-12-28,28.756
1997-12-29,29.082
1997-12-30,54.110
1997-12-31,15.009
1998-01-01,34.524
1998-01-02,28.741
1998-01-03,24.447
1998-01-04,23.129
1998-01-05,17.829
1998-01-06,24.079
1998-01-07,32.965
1998-01-08,50.893
1998-01-09,44.331
1998-01-10,29.436
1998-01-11,23.795
1998-01-12,19.090
1998-01-13,25.269
1998-01-14,34.991
1998-01-15,52.820
1998-01-16,47.123
1998-01-17,
1998-01-18,29.932
1998-01-19,23.271
1998-01-20,29.705
1998-01-21,34.793
1998-01-22,61.267
1998-01-23,42.730
1998-01-24,31.137
1998-01-25,25.865
1998-01-26,21.925
1998-01-27,32.483
1998-01-28,43.637
1998-01-29,60.176
1998-01-30,41.780
1998-01-31,34.240
1998-02-01,24.221
1998-02-02,21.400
1998-02-03,28.741
1998-02-04,36.196
1998-02-05,60.190
1998-02-06,42.205
1998-02-07,24.306
1998-02-08,29.833
1998-02-09,20.181
1998-02-10,28.784
1998-02-11,41.128
1998-02-12,58.659
1998-02-13,49.830
1998-02-14,32.214
1998-02-15,26.304
1998-02-16,23.895
1998-02-17,34.070
1998-02-18,41.213
1998-02-19,57.752
1998-02-20,42.219
1998-02-21,30.938
1998-02-22,25.865
1998-02-23,21.230
1998-02-24,29.734
1998-02-25,42.871
1998-02-26,62.472
1998-02-27,45.493
1998-02-28,33.489
1998-03-01,18.608
1998-03-02,24.334
1998-03-03,26.927
1998-03-04,40.717
1998-03-05,54.535
1998-03-06,46.570
1998-03-07,10.601
1998-03-08,4.124
1998-03-09,12.146
1998-03-10,30.669
1998-03-11,38.634
1998-03-12,60.162
1998-03-13,47.166
1998-03-14,37.160
1998-03-15,24.986
1998-03-16,19.700
1998-03-17,32.341
1998-03-18,30.088
1998-03-19,54.138
1998-03-20,53.501
1998-03-21,39.697
1998-03-22,29.705
1998-03-23,19.940
1998-03-24,28.614
1998-03-25,37.046
1998-03-26,60.927
1998-03-27,49.405
1998-03-28,30.655
1998-03-29,27.693
1998-03-30,27.594
1998-03-31,34.580
1998-04-01,45.196
1998-04-02,55.938
1998-04-03,52.480
1998-04-04,25.539
1998-04-05,19.246
1998-04-06,23.994
1998-04-07,36.536
1998-04-08,58.886
1998-04-09,46.528
1998-04-10,40.646
1998-04-11,25.269
1998-04-12,30.726
1998-04-13,29.521
1998-04-14,26.290
1998-04-15,39.371
1998-04-16,54.620
1998-04-17,49.008
1998-04-18,31.392
1998-04-19,28.855
1998-04-20,22.506
1998-04-21,29.124
1998-04-22,37.387
1998-04-23,56.746
1998-04-24,50.170
1998-04-25,32.653
1998-04-26,27.126
1998-04-27,22.095
1998-04-28,30.414
1998-04-29,45.989
1998-04-30,66.468
1998-05-01,53.090
1998-05-02,40.164
1998-05-03,34.566
1998-05-04,31.973
1998-05-05,22.279
1998-05-06,42.956
1998-05-07,62.826
1998-05-08,50.142
1998-05-09,33.702
1998-05-10,28.656
1998-05-11,26.417
1998-05-12,27.253
1998-05-13,44.374
1998-05-14,65.207
1998-05-15,49.745
1998-05-16,34.481
1998-05-17,32.667
